2025-08-13,耶16-18章
2025-08-14,耶19-21章
2025-08-15,耶22-24章
2025-08-16,耶25-27章
2025-08-17,耶28-30章
2025-08-18,耶31-33章
2025-08-19,耶34-36章
2025-08-20,耶37-39章
2025-08-21,耶40-42章
2025-08-22,耶43-45章
2025-08-23,耶46-48章
2025-08-24,耶49-52章
2025-08-25,哀1-5章
2025-08-26,结1-3章
2025-08-27,结4-6章
2025-08-28,结7-9章
2025-08-29,结10-12章
2025-08-30,结13-15章
2025-08-31,结16-18章
2025-09-01,结19-21章
2025-09-02,结22-24章
2025-09-03,结25-27章
2025-09-04,结28-30章
2025-09-05,结31-33章
2025-09-06,结34-36章
2025-09-07,结37-39章
2025-09-08,结40-42章
2025-09-09,结43-45章
2025-09-10,结46-48章
2025-09-11,但1-3章
2025-09-12,但4-6章
2025-09-13,但7-9章
2025-09-14,但10-12章
2025-09-15,何1-3章
2025-09-16,何4-6章
2025-09-17,何7-10章
2025-09-18,何11-14章
2025-09-19,珥1-3章
2025-09-20,摩1-3章
2025-09-21,摩4-6章
2025-09-22,摩7-9章
2025-09-23,俄1章
2025-09-24,拿1-4章
2025-09-25,弥1-3章
2025-09-26,弥4-7章
2025-09-27,鸿1-3章
2025-09-28,哈1-3章
2025-09-29,番1-3章
2025-09-30,该1-2章
2025-10-01,亚1-3章
2025-10-02,亚4-6章
2025-10-03,亚7-9章
2025-10-04,亚10-12章
2025-10-05,亚13-14章
2025-10-06,玛1-4章
2025-10-07,太1-3章
2025-10-08,太4-6章
2025-10-09,太7-9章
2025-10-10,太10-12章
2025-10-11,太13-15章
2025-10-12,太16-18章
2025-10-13,太19-21章
2025-10-14,太22-24章
2025-10-15,太25-28章
2025-10-16,可1-3章
2025-10-17,可4-6章
2025-10-18,可7-9章
2025-10-19,可10-12章
2025-10-20,可13-16章
2025-10-21,路1-3章
2025-10-22,路4-6章
2025-10-23,路7-9章
2025-10-24,路10-12章
2025-10-25,路13-15章
2025-10-26,路16-18章
2025-10-27,路19-21章
2025-10-28,路22-24章
2025-10-29,约1-3章
2025-10-30,约4-6章
2025-10-31,约7-9章
2025-11-01,约10-12章
2025-11-02,约13-15章
2025-11-03,约16-18章
2025-11-04,约19-21章
2025-11-05,徒1-3章
2025-11-06,徒4-6章
2025-11-07,徒7-9章
2025-11-08,徒10-12章
2025-11-09,徒13-15章
2025-11-10,徒16-18章
2025-11-11,徒19-21章
2025-11-12,徒22-24章
2025-11-13,徒25-28章
2025-11-14,罗1-3章
2025-11-15,罗4-6章
2025-11-16,罗7-9章
2025-11-17,罗10-12章
2025-11-18,罗13-16章
2025-11-19,林前1-3章
2025-11-20,林前4-6章
2025-11-21,林前7-9章
2025-11-22,林前10-12章
2025-11-23,林前13-16章
2025-11-24,林后1-3章
2025-11-25,林后4-6章
2025-11-26,林后7-9章
2025-11-27,林后10-13章
2025-11-28,加1-3章
2025-11-29,加4-6章
2025-11-30,弗1-3章
2025-12-01,弗4-6章
2025-12-02,腓1-4章
2025-12-03,西1-4章
2025-12-04,帖前1-3章
2025-12-05,帖前4-5章
2025-12-06,帖后1-3章
2025-12-07,提前1-3章
2025-12-08,提前4-6章
2025-12-09,提后1-4章
2025-12-10,多1-3章
2025-12-11,门1章
2025-12-12,来1-3章
2025-12-13,来4-6章
2025-12-14,来7-9章
2025-12-15,来10-13章
2025-12-16,雅1-3章
2025-12-17,雅4-5章
2025-12-18,彼前1-3章
2025-12-19,彼前4-5章
2025-12-20,彼后1-3章
2025-12-21,约-1-3章
2025-12-22,约-4-5章
2025-12-23,约二/约三/犹
2025-12-24,启1-3章
2025-12-25,启4-6章
2025-12-26,启7-9章
2025-12-27,启10-12章
2025-12-28,启13-15章
2025-12-29,启16-18章
2025-12-30,启19-22章
2025-12-31,完成
